post_url,profile_url,username,likes_count,comments_count,post_time,caption,content_type,video_views,post_id,query_url,thumbnail
https://www.instagram.com/p/CvpXaVHv-9z,https://www.instagram.com/fahmi.rfan,fahmi.rfan,59,0,2023-08-07 21:14:26,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:

- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:

- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023

Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:

IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #compfest15",Carousel,0,3164163177659232115,https://www.instagram.com/compfest,https://www.instagram.com/p/CvpXaVHv-9z/media?size=l
https://www.instagram.com/p/CvpT-Ach3f5,https://www.instagram.com/hepaanpaannnn,hepaanpaannnn,14,4,2023-08-07 20:44:21,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023
Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15

Tag : 
@sadhana.main @freeeeeddddyyy @ib_aditya07",Carousel,0,3164148037174392825,https://www.instagram.com/compfest,https://www.instagram.com/p/CvpT-Ach3f5/media?size=l
https://www.instagram.com/p/CvpUA9xrD8V,https://www.instagram.com/mirandarsly,mirandarsly,19,0,2023-08-07 20:44:45,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023
Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3164148240466329365,https://www.instagram.com/compfest,https://www.instagram.com/p/CvpUA9xrD8V/media?size=l
https://www.instagram.com/p/CvpUA9xrD8V,https://www.instagram.com/mirandarsly,mirandarsly,19,0,2023-08-07 20:44:45,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023
Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3164148240466329365,https://www.instagram.com/compfest,https://www.instagram.com/p/CvpUA9xrD8V/media?size=l
https://www.instagram.com/p/CvpO_FPSFGn,https://www.instagram.com/racheloctavianii,racheloctavianii,17,0,2023-08-07 20:00:48,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023
Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3164126120807780775,https://www.instagram.com/compfest,https://www.instagram.com/p/CvpO_FPSFGn/media?size=l
https://www.instagram.com/p/Cvo-Dq2B8JA,https://www.instagram.com/priscillaanpt,priscillaanpt,3,0,2023-08-07 17:32:53,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023
Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3164051669273526848,https://www.instagram.com/compfest,https://www.instagram.com/p/Cvo-Dq2B8JA/media?size=l
https://www.instagram.com/p/Cvo8yF4vwQW,https://www.instagram.com/pitdumpit,pitdumpit,16,0,2023-08-07 17:21:45,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023
Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id 

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3164046063313028118,https://www.instagram.com/compfest,https://www.instagram.com/p/Cvo8yF4vwQW/media?size=l
https://www.instagram.com/p/CvovI0APVR1,https://www.instagram.com/labibmyssr,labibmyssr,42,0,2023-08-07 15:22:31,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023 Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3163986052008203381,https://www.instagram.com/compfest,https://www.instagram.com/p/CvovI0APVR1/media?size=l
https://www.instagram.com/p/Cvoa7irLK-p,https://www.instagram.com/rencos_77,rencos_77,18,0,2023-08-07 12:25:56,"#evolvefortomorrow #cf15 

@jerrysetiawan03 
@asokadhananjaya 
@aryavsuniverse",Carousel,0,3163897179117760425,https://www.instagram.com/compfest,https://www.instagram.com/p/Cvoa7irLK-p/media?size=l
https://www.instagram.com/p/CvnVehDyb6a,https://www.instagram.com/naeljeshua_,naeljeshua_,31,0,2023-08-07 2:19:03,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:

- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:

- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023

Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3163591719309131418,https://www.instagram.com/compfest,https://www.instagram.com/p/CvnVehDyb6a/media?size=l
https://www.instagram.com/p/CvnKqvGhKYQ,https://www.instagram.com/patrickb255,patrickb255,28,1,2023-08-07 0:44:35,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023
Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3163544180509419024,https://www.instagram.com/compfest,https://www.instagram.com/p/CvnKqvGhKYQ/media?size=l
https://www.instagram.com/p/CvnGj2VPXBv,https://www.instagram.com/arummanise_,arummanise_,6,0,2023-08-07 0:08:42,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023
Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3163526115050221679,https://www.instagram.com/compfest,https://www.instagram.com/p/CvnGj2VPXBv/media?size=l
https://www.instagram.com/p/CvlfEBnyMbs,https://www.instagram.com/sas.keeya,sas.keeya,0,0,2023-08-06 9:04:20,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023
Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3163070929358604012,https://www.instagram.com/compfest,https://www.instagram.com/p/CvlfEBnyMbs/media?size=l
https://www.instagram.com/p/CvkYyNtyj9G,https://www.instagram.com/cintania_1,cintania_1,91,1,2023-08-05 22:50:13,"Greetings, TechOvers!

COMPFEST is the largest annual IT event held and organized by students of Universitas Indonesia, where everyone can explore and enhance their skills by utilizing technologies.

COMPFEST provides ACADEMY for those of you who want to improve your skills in the IT field and COMPETITION for those who want to test your abilities.

ACADEMY provides several camps that you can join, which include:
- Data Science Academy
- Software Engineering Academy
- Startup Academy
- User Experience Academy
- Product Management Academy (NEW!!)

COMPETITION provides numerous battlefields that you can take part in, including:
- Business-IT Case
- MiniCase by BizzIT
- Senior & Junior Competitive Programming Contest
- Capture The Flag
- Indie Game Ignite
- Game Jam
- AI Innovation Challenge
- Data Analytics Dash (New!!)

Win a total prize of over 142 MILLION!

Academy Registration Period: 16 June - 14 July 2023
Competition Registration Period: 23 June - 30 July 2023

Wait no more! Register now at compfest.id

For further information, check out COMPFEST on:
IG : @compfest
Line : @compfest
Twitter : @compfest
LinkedIn : COMPFEST
Website : compfest.id

#Academy #Competition
#EvolveForTomorrow
#CF15 #COMPFEST15",Carousel,0,3162761842137907014,https://www.instagram.com/compfest,https://www.instagram.com/p/CvkYyNtyj9G/media?size=l
